geographyid,region,date,monthsofsupply,mediansaleprice
33874,"Montgomery County, PA",2015-06-01,3.9,300000
39740,"Reading, PA",2015-07-01,4.6,155000
33874,"Montgomery County, PA",2015-09-01,4.9,278000
26860,"Indiana, PA",2015-12-01,10.7,105000
33874,"Montgomery County, PA",2016-02-01,6.2,270000
39060,"Pottsville, PA",2016-07-01,7.0,68000
29540,"Lancaster, PA",2016-10-01,3.2,183000
37980,"Philadelphia, PA",2017-01-01,5.0,172000
10900,"Allentown, PA",2017-08-01,2.8,200000
37980,"Philadelphia, PA",2017-10-01,4.0,185000
35260,"New Castle, PA",2018-07-01,7.3,83000
37980,"Philadelphia, PA",2018-07-01,2.6,212000
39060,"Pottsville, PA",2018-07-01,3.8,95000
49620,"York, PA",2018-09-01,3.1,180000
49620,"York, PA",2019-01-01,3.7,170000
16540,"Chambersburg, PA",2019-08-01,3.1,180000
29540,"Lancaster, PA",2019-09-01,2.1,215000
30140,"Lebanon, PA",2019-10-01,2.5,173000
26860,"Indiana, PA",2020-02-01,12.9,90000
35260,"New Castle, PA",2020-05-01,15.3,85000
35260,"New Castle, PA",2020-06-01,4.9,120000
49620,"York, PA",2020-06-01,1.8,202000
16540,"Chambersburg, PA",2020-07-01,1.5,195000
30140,"Lebanon, PA",2020-08-01,1.0,195000
39300,"Providence, RI",2014-08-01,6.4,220000
39300,"Providence, RI",2014-09-01,6.1,217000
39300,"Providence, RI",2015-04-01,6.0,205000
39300,"Providence, RI",2016-03-01,4.6,227000
39300,"Providence, RI",2016-10-01,3.8,238000
39300,"Providence, RI",2019-05-01,2.8,295000
34820,"Myrtle Beach, SC",2012-02-01,11.6,132000
16700,"Charleston, SC",2012-12-01,5.4,205000
16700,"Charleston, SC",2013-01-01,8.5,189000
16700,"Charleston, SC",2013-06-01,4.4,220000
16700,"Charleston, SC",2014-02-01,7.1,213000
43900,"Spartanburg, SC",2014-06-01,5.8,140000
16700,"Charleston, SC",2014-08-01,4.7,217000
24860,"Greenville, SC",2014-08-01,4.6,160000
23860,"Georgetown, SC",2014-10-01,11.0,220000
23860,"Georgetown, SC",2015-02-01,12.0,223000
24860,"Greenville, SC",2015-03-01,4.5,163000
43900,"Spartanburg, SC",2015-03-01,4.8,145000
16700,"Charleston, SC",2015-04-01,4.3,227000
23860,"Georgetown, SC",2015-07-01,8.0,232000
16700,"Charleston, SC",2015-08-01,4.4,225000
35140,"Newberry, SC",2016-09-01,9.3,117000
23860,"Georgetown, SC",2016-12-01,9.9,212000
24860,"Greenville, SC",2016-12-01,3.8,180000
34820,"Myrtle Beach, SC",2017-01-01,8.3,170000
35140,"Newberry, SC",2017-03-01,8.6,136000
43900,"Spartanburg, SC",2017-09-01,4.2,174000
24860,"Greenville, SC",2017-10-01,4.1,195000
43900,"Spartanburg, SC",2018-05-01,3.4,183000
16700,"Charleston, SC",2018-09-01,5.0,280000
16700,"Charleston, SC",2018-10-01,4.6,266000
24860,"Greenville, SC",2019-09-01,3.8,217000
34820,"Myrtle Beach, SC",2020-04-01,6.6,215000
34820,"Myrtle Beach, SC",2020-05-01,7.4,211000
35140,"Newberry, SC",2020-07-01,47.0,25000
16700,"Charleston, SC",2020-08-01,2.7,320000
30280,"Lewisburg, TN",2012-02-01,12.1,77000
18900,"Crossville, TN",2012-03-01,10.0,146000
32660,"McMinnville, TN",2012-08-01,10.2,83000
43180,"Shelbyville, TN",2012-09-01,11.7,70000
42940,"Sevierville, TN",2013-03-01,7.0,135000
43180,"Shelbyville, TN",2013-03-01,7.2,97000
34980,"Nashville, TN",2013-04-01,4.1,180000
42940,"Sevierville, TN",2013-04-01,7.5,138000
17300,"Clarksville, TN",2013-05-01,6.1,145000
28940,"Knoxville, TN",2013-12-01,5.5,149000
17300,"Clarksville, TN",2014-06-01,5.8,155000
32660,"McMinnville, TN",2014-07-01,7.4,88000
32820,"Memphis, TN",2015-01-01,6.7,130000
12980,"Battle Creek, MI",2014-03-01,8.1,69000
27100,"Jackson, MI",2014-03-01,5.8,78000
22420,"Flint, MI",2014-04-01,4.2,76000
11460,"Ann Arbor, MI",2014-06-01,3.1,217000
19820,"Detroit, MI",2014-06-01,3.7,80000
28020,"Kalamazoo, MI",2014-08-01,4.1,145000
31220,"Ludington, MI",2014-08-01,5.0,109000
47664,"Warren, MI",2014-08-01,3.2,153000
27100,"Jackson, MI",2014-09-01,5.8,90000
28020,"Kalamazoo, MI",2014-09-01,4.8,135000
28020,"Kalamazoo, MI",2014-10-01,3.8,134000
11460,"Ann Arbor, MI",2014-12-01,3.0,194000
12980,"Battle Creek, MI",2014-12-01,5.2,88000
17740,"Coldwater, MI",2014-12-01,8.2,84000
28020,"Kalamazoo, MI",2015-01-01,7.6,135000
31220,"Ludington, MI",2015-04-01,10.1,90000
40980,"Saginaw, MI",2015-04-01,5.7,75000
47664,"Warren, MI",2015-04-01,3.2,148000
10300,"Adrian, MI",2015-06-01,4.5,120000
12980,"Battle Creek, MI",2015-06-01,5.3,109000
31220,"Ludington, MI",2015-07-01,8.5,154000
35660,"Niles, MI",2015-07-01,5.7,144000
47664,"Warren, MI",2015-08-01,3.2,160000
10300,"Adrian, MI",2015-10-01,4.8,115000
10940,"Alma, MI",2015-10-01,10.0,17000
40980,"Saginaw, MI",2015-11-01,5.9,76000
26090,"Holland, MI",2015-12-01,4.9,140000
27100,"Jackson, MI",2015-12-01,5.2,100000
35660,"Niles, MI",2016-01-01,9.1,135000
10300,"Adrian, MI",2016-02-01,4.7,113000
47664,"Warren, MI",2016-04-01,2.7,171000
11460,"Ann Arbor, MI",2016-05-01,2.9,237000
27020,"Iron Mountain, MI",2016-05-01,2.0,93000
34740,"Muskegon, MI",2016-05-01,2.9,115000
25880,"Hillsdale, MI",2016-06-01,3.5,115000
47664,"Warren, MI",2016-06-01,2.3,190000
22420,"Flint, MI",2016-07-01,3.3,126000
47664,"Warren, MI",2016-08-01,2.5,187000
19820,"Detroit, MI",2016-09-01,2.9,117000
44780,"Sturgis, MI",2016-09-01,4.8,108000
34740,"Muskegon, MI",2016-11-01,3.3,115000
10300,"Adrian, MI",2017-01-01,4.3,119000
44780,"Sturgis, MI",2017-01-01,5.1,91000
11460,"Ann Arbor, MI",2017-03-01,3.3,230000
12980,"Battle Creek, MI",2017-03-01,2.8,100000
11460,"Ann Arbor, MI",2017-04-01,3.3,251000
19820,"Detroit, MI",2017-04-01,2.5,110000
35660,"Niles, MI",2017-04-01,4.8,151000
25880,"Hillsdale, MI",2017-06-01,3.8,128000
44780,"Sturgis, MI",2017-06-01,3.7,119000
10940,"Alma, MI",2017-07-01,5.6,58000
12980,"Battle Creek, MI",2017-07-01,3.7,130000
22420,"Flint, MI",2017-10-01,3.2,130000
13660,"Big Rapids, MI",2017-11-01,4.8,114000
35660,"Niles, MI",2017-11-01,5.6,175000
17740,"Coldwater, MI",2017-12-01,4.8,135000
22420,"Flint, MI",2017-12-01,2.8,126000
25880,"Hillsdale, MI",2018-03-01,5.3,108000
11460,"Ann Arbor, MI",2018-04-01,2.5,275000
22420,"Flint, MI",2018-06-01,1.9,150000
40980,"Saginaw, MI",2018-07-01,3.0,100000
33780,"Monroe, MI",2018-09-01,3.1,185000
17740,"Coldwater, MI",2019-01-01,9.3,136000
12980,"Battle Creek, MI",2019-02-01,3.2,110000
12980,"Battle Creek, MI",2019-03-01,2.7,105000
35660,"Niles, MI",2019-03-01,4.4,177000
13660,"Big Rapids, MI",2019-05-01,4.7,135000
27020,"Iron Mountain, MI",2019-05-01,4.7,122000
33780,"Monroe, MI",2019-05-01,2.6,185000
10300,"Adrian, MI",2019-07-01,3.2,145000
11460,"Ann Arbor, MI",2019-08-01,2.9,295000
19820,"Detroit, MI",2019-08-01,2.9,145000
25880,"Hillsdale, MI",2019-09-01,6.3,145000
40980,"Saginaw, MI",2019-09-01,3.0,99000
10300,"Adrian, MI",2019-10-01,3.2,155000
13660,"Big Rapids, MI",2019-11-01,3.6,131000
26090,"Holland, MI",2019-11-01,2.8,204000
27100,"Jackson, MI",2019-11-01,3.3,159000
17740,"Coldwater, MI",2019-12-01,10.5,110000
35660,"Niles, MI",2020-01-01,5.6,169000
10300,"Adrian, MI",2020-04-01,3.4,160000
31220,"Ludington, MI",2020-04-01,5.4,171000
10300,"Adrian, MI",2020-05-01,5.7,165000
11460,"Ann Arbor, MI",2020-09-01,2.5,289000
25880,"Hillsdale, MI",2020-09-01,2.0,150000
27100,"Jackson, MI",2020-09-01,2.3,158000
25880,"Hillsdale, MI",2020-10-01,1.4,171000
11460,"Ann Arbor, MI",2020-12-01,1.9,295000
22420,"Flint, MI",2020-12-01,1.0,159000
22060,"Faribault, MN",2012-02-01,6.3,121000
35580,"New Ulm, MN",2012-03-01,8.4,95000
33460,"Minneapolis, MN",2012-05-01,3.5,167000
32140,"Marshall, MN",2012-06-01,4.3,139000
10660,"Albert Lea, MN",2012-07-01,11.5,70000
39860,"Red Wing, MN",2012-07-01,5.3,145000
22060,"Faribault, MN",2012-08-01,4.3,160000
10660,"Albert Lea, MN",2012-09-01,9.5,45000
24330,"Grand Rapids, MN",2012-09-01,10.8,108000
13420,"Bemidji, MN",2012-12-01,8.0,125000
32140,"Marshall, MN",2013-03-01,6.3,120000
22260,"Fergus Falls, MN",2013-08-01,4.7,170000
35580,"New Ulm, MN",2013-09-01,4.5,98000
49100,"Winona, MN",2013-09-01,5.5,160000
26780,"Hutchinson, MN",2013-10-01,5.0,111000
39860,"Red Wing, MN",2013-10-01,5.4,156000
10660,"Albert Lea, MN",2014-01-01,8.6,68000
10820,"Alexandria, MN",2014-04-01,7.6,165000
33460,"Minneapolis, MN",2014-04-01,3.6,197000
10660,"Albert Lea, MN",2014-06-01,5.4,102000
21860,"Fairmont, MN",2014-06-01,4.7,70000
10660,"Albert Lea, MN",2014-07-01,4.3,79000
22060,"Faribault, MN",2014-07-01,4.4,190000
33460,"Minneapolis, MN",2014-07-01,3.4,215000
36940,"Owatonna, MN",2014-07-01,4.5,131000
26780,"Hutchinson, MN",2014-09-01,4.1,151000
40340,"Rochester, MN",2014-09-01,4.3,170000
24330,"Grand Rapids, MN",2014-11-01,9.0,100000
35580,"New Ulm, MN",2014-11-01,5.9,100000
49100,"Winona, MN",2014-11-01,6.0,128000
36940,"Owatonna, MN",2014-12-01,4.9,133000
40340,"Rochester, MN",2014-12-01,5.8,155000
13420,"Bemidji, MN",2015-01-01,11.8,148000
33460,"Minneapolis, MN",2015-02-01,4.8,203000
10660,"Albert Lea, MN",2015-05-01,1.4,85000
24330,"Grand Rapids, MN",2015-08-01,9.0,150000
32140,"Marshall, MN",2015-08-01,3.6,129000
12380,"Austin, MN",2015-11-01,3.3,87000
12380,"Austin, MN",2015-12-01,3.4,82000
10820,"Alexandria, MN",2016-01-01,7.9,241000
26780,"Hutchinson, MN",2016-01-01,3.2,127000
33460,"Minneapolis, MN",2016-01-01,3.5,217000
14660,"Brainerd, MN",2016-03-01,9.6,165000
26780,"Hutchinson, MN",2016-06-01,2.3,150000
33460,"Minneapolis, MN",2016-09-01,2.5,230000
26780,"Hutchinson, MN",2016-10-01,2.8,147000
24330,"Grand Rapids, MN",2016-11-01,5.5,128000
24330,"Grand Rapids, MN",2017-04-01,9.7,141000
12380,"Austin, MN",2017-05-01,2.8,110000
33460,"Minneapolis, MN",2017-06-01,1.7,258000
12380,"Austin, MN",2017-07-01,2.9,110000
32140,"Marshall, MN",2017-07-01,3.9,117000
35580,"New Ulm, MN",2017-07-01,13.0,74000
40340,"Rochester, MN",2017-09-01,2.7,215000
10660,"Albert Lea, MN",2017-12-01,2.9,82000
12380,"Austin, MN",2017-12-01,2.2,106000
41060,"St. Cloud, MN",2017-12-01,3.4,150000
49100,"Winona, MN",2017-12-01,2.6,135000
32140,"Marshall, MN",2018-01-01,4.4,109000
49380,"Worthington, MN",2018-01-01,6.1,114000
12380,"Austin, MN",2018-03-01,3.4,118000
32140,"Marshall, MN",2018-04-01,6.6,123000
33460,"Minneapolis, MN",2018-04-01,1.9,270000
32140,"Marshall, MN",2018-07-01,3.4,182000
41060,"St. Cloud, MN",2018-08-01,2.1,195000
12380,"Austin, MN",2018-09-01,4.1,123000
33460,"Minneapolis, MN",2018-10-01,2.1,266000
39860,"Red Wing, MN",2018-11-01,3.2,189000
39860,"Red Wing, MN",2018-12-01,3.3,183000
10820,"Alexandria, MN",2019-02-01,7.2,209000
36940,"Owatonna, MN",2019-02-01,2.8,185000
21860,"Fairmont, MN",2019-03-01,6.8,145000
21860,"Fairmont, MN",2019-04-01,3.1,121000
32140,"Marshall, MN",2019-04-01,6.5,162000
36940,"Owatonna, MN",2019-04-01,3.0,135000
49380,"Worthington, MN",2019-05-01,6.2,180000
21860,"Fairmont, MN",2019-07-01,4.1,102000
41060,"St. Cloud, MN",2019-07-01,2.2,208000
49380,"Worthington, MN",2019-07-01,4.3,160000
13420,"Bemidji, MN",2019-08-01,3.8,164000
40340,"Rochester, MN",2019-08-01,1.8,240000
10660,"Albert Lea, MN",2019-09-01,3.3,125000
32140,"Marshall, MN",2019-09-01,4.4,161000
39860,"Red Wing, MN",2019-10-01,2.9,225000
49380,"Worthington, MN",2019-10-01,2.7,165000
49100,"Winona, MN",2019-11-01,2.4,177000
26780,"Hutchinson, MN",2020-01-01,2.8,161000
49380,"Worthington, MN",2020-01-01,2.9,115000
12380,"Austin, MN",2020-05-01,2.1,135000
24330,"Grand Rapids, MN",2020-07-01,1.7,162000
41060,"St. Cloud, MN",2020-07-01,1.3,211000
40340,"Rochester, MN",2020-09-01,1.2,254000
49380,"Worthington, MN",2020-09-01,2.7,167000
10820,"Alexandria, MN",2020-10-01,1.2,255000
26780,"Hutchinson, MN",2020-10-01,1.0,197000
33460,"Minneapolis, MN",2020-10-01,1.1,315000
14660,"Brainerd, MN",2020-12-01,1.2,275000
40620,"Rolla, MO",2012-04-01,6.3,125000
16020,"Cape Girardeau, MO",2012-10-01,4.9,162000
22780,"Fort Leonard Wood, MO",2012-11-01,3.6,160000
43460,"Sikeston, MO",2012-12-01,3.4,65000
16020,"Cape Girardeau, MO",2013-04-01,3.1,115000
41180,"St. Louis, MO",2013-05-01,3.2,149000
40620,"Rolla, MO",2013-06-01,3.8,138000
16020,"Cape Girardeau, MO",2013-11-01,4.4,140000
40620,"Rolla, MO",2014-04-01,3.4,113000
38740,"Poplar Bluff, MO",2014-08-01,7.1,106000
40620,"Rolla, MO",2014-09-01,9.0,125000
38740,"Poplar Bluff, MO",2015-11-01,9.1,95000
38740,"Poplar Bluff, MO",2016-07-01,6.1,112000
16020,"Cape Girardeau, MO",2016-11-01,4.8,150000
38740,"Poplar Bluff, MO",2016-11-01,5.2,114000
43460,"Sikeston, MO",2017-05-01,2.6,91000
22780,"Fort Leonard Wood, MO",2017-06-01,6.4,133000
43460,"Sikeston, MO",2017-08-01,2.2,95000
43460,"Sikeston, MO",2017-10-01,3.4,85000
22100,"Farmington, MO",2018-04-01,3.5,117000
16020,"Cape Girardeau, MO",2018-05-01,3.2,166000
41180,"St. Louis, MO",2018-07-01,3.0,185000
40620,"Rolla, MO",2018-08-01,4.5,134000
41140,"St. Joseph, MO",2019-03-01,29.8,129000
38740,"Poplar Bluff, MO",2019-10-01,6.8,95000
16020,"Cape Girardeau, MO",2019-12-01,3.9,153000
38740,"Poplar Bluff, MO",2020-04-01,5.7,118000
40620,"Rolla, MO",2020-08-01,2.3,185000
22780,"Fort Leonard Wood, MO",2020-09-01,1.8,165000
22180,"Fayetteville, NC",2012-03-01,10.6,160000
25780,"Henderson, NC",2012-07-01,16.3,108000
22580,"Forest City, NC",2012-09-01,5.1,170000
22580,"Forest City, NC",2012-10-01,5.2,161000
10620,"Albemarle, NC",2013-03-01,16.6,95000
25780,"Henderson, NC",2013-04-01,31.3,34000
11700,"Asheville, NC",2013-05-01,4.0,193000
10620,"Albemarle, NC",2013-06-01,13.2,130000
20500,"Durham, NC",2013-08-01,4.5,200000
35900,"North Wilkesboro, NC",2013-08-01,8.5,80000
10620,"Albemarle, NC",2013-09-01,23.7,127000
25780,"Henderson, NC",2013-12-01,11.8,78000
10620,"Albemarle, NC",2014-02-01,14.7,114000
39580,"Raleigh, NC",2014-05-01,3.7,226000
11700,"Asheville, NC",2015-01-01,5.3,205000
22580,"Forest City, NC",2015-01-01,6.9,148000
24660,"Greensboro, NC",2015-01-01,9.4,132000
22580,"Forest City, NC",2015-04-01,8.1,153000
39580,"Raleigh, NC",2015-06-01,2.7,247000
35900,"North Wilkesboro, NC",2015-07-01,5.8,32000
32000,"Marion, NC",2015-08-01,6.8,138000
22180,"Fayetteville, NC",2015-11-01,9.9,134000
22180,"Fayetteville, NC",2015-12-01,5.8,160000
39580,"Raleigh, NC",2016-03-01,3.2,236000
24660,"Greensboro, NC",2016-04-01,3.9,150000
25860,"Hickory, NC",2016-04-01,3.2,160000
49180,"Winston-Salem, NC",2016-05-01,4.0,154000
16740,"Charlotte, NC",2016-08-01,3.6,223000
22580,"Forest City, NC",2016-09-01,7.8,175000
34340,"Mount Airy, NC",2016-12-01,5.7,144000
35900,"North Wilkesboro, NC",2016-12-01,3.8,78000
49180,"Winston-Salem, NC",2016-12-01,3.8,150000
11700,"Asheville, NC",2017-03-01,3.6,240000
22580,"Forest City, NC",2017-03-01,6.4,177000
22580,"Forest City, NC",2017-04-01,5.6,166000
39580,"Raleigh, NC",2017-05-01,2.8,270000
32000,"Marion, NC",2017-10-01,3.5,170000
10620,"Albemarle, NC",2017-11-01,3.9,160000
22580,"Forest City, NC",2017-11-01,5.3,171000
20500,"Durham, NC",2017-12-01,2.5,259000
39580,"Raleigh, NC",2018-01-01,3.9,269000
49180,"Winston-Salem, NC",2018-03-01,3.5,156000
20500,"Durham, NC",2018-05-01,2.5,273000
25780,"Henderson, NC",2018-05-01,4.1,161000
11700,"Asheville, NC",2018-06-01,4.7,280000
34340,"Mount Airy, NC",2018-06-01,7.5,127000
39580,"Raleigh, NC",2019-01-01,4.5,280000
20500,"Durham, NC",2019-02-01,3.4,272000
34340,"Mount Airy, NC",2019-04-01,4.0,117000
11700,"Asheville, NC",2019-09-01,4.9,297000
22580,"Forest City, NC",2019-09-01,5.9,180000
22180,"Fayetteville, NC",2019-10-01,5.3,196000
24660,"Greensboro, NC",2019-12-01,2.6,172000
20500,"Durham, NC",2020-01-01,3.3,288000
25860,"Hickory, NC",2020-01-01,4.4,159000
34340,"Mount Airy, NC",2020-01-01,4.6,127000
39580,"Raleigh, NC",2020-01-01,3.6,291000
25780,"Henderson, NC",2020-02-01,4.3,125000
25860,"Hickory, NC",2020-02-01,2.8,235000
24660,"Greensboro, NC",2020-06-01,2.2,201000
34340,"Mount Airy, NC",2020-06-01,3.8,150000
22180,"Fayetteville, NC",2020-08-01,1.5,228000
25860,"Hickory, NC",2020-08-01,3.1,190000
11700,"Asheville, NC",2020-10-01,2.6,339000
20500,"Durham, NC",2020-10-01,1.9,310000
10620,"Albemarle, NC",2020-11-01,2.2,236000
25860,"Hickory, NC",2020-11-01,2.0,256000
35900,"North Wilkesboro, NC",2020-11-01,5.1,137000
24660,"Greensboro, NC",2020-12-01,1.4,203000
47420,"Wahpeton, ND",2012-12-01,2.0,213000
47420,"Wahpeton, ND",2013-03-01,1.0,94000
36540,"Omaha, NE",2012-09-01,4.6,145000
30700,"Lincoln, NE",2013-02-01,5.3,128000
36540,"Omaha, NE",2013-04-01,3.4,142000
30700,"Lincoln, NE",2013-05-01,2.8,147000
36540,"Omaha, NE",2014-01-01,4.1,139000
23340,"Fremont, NE",2014-11-01,3.2,106000
13100,"Beatrice, NE",2015-02-01,4.1,102000
36540,"Omaha, NE",2015-04-01,2.2,162000
23340,"Fremont, NE",2016-01-01,4.4,123000
36540,"Omaha, NE",2016-02-01,2.8,162000
30700,"Lincoln, NE",2016-10-01,2.4,173000
23340,"Fremont, NE",2017-06-01,1.3,145000
23340,"Fremont, NE",2017-08-01,1.7,135000
13100,"Beatrice, NE",2018-06-01,5.8,115000
13100,"Beatrice, NE",2019-01-01,11.2,80000
36540,"Omaha, NE",2019-05-01,1.3,223000
29060,"Laconia, NH",2012-02-01,7.4,130000
31700,"Manchester, NH",2012-06-01,3.8,190000
13620,"Berlin, NH",2012-08-01,6.8,113000
18180,"Concord, NH",2012-09-01,4.6,185000
18180,"Concord, NH",2013-02-01,7.2,168000
31700,"Manchester, NH",2013-10-01,3.8,216000
28300,"Keene, NH",2013-11-01,5.6,142000
18180,"Concord, NH",2013-12-01,3.9,195000
29060,"Laconia, NH",2014-10-01,5.7,189000
30100,"Lebanon, NH",2014-11-01,12.0,162000
30100,"Lebanon, NH",2014-12-01,9.8,175000
29060,"Laconia, NH",2015-06-01,10.2,211000
40484,"Rockingham County, NH",2015-06-01,4.2,273000
40484,"Rockingham County, NH",2015-07-01,4.1,284000
29060,"Laconia, NH",2015-11-01,8.3,175000
18180,"Concord, NH",2016-01-01,7.8,184000
29060,"Laconia, NH",2016-01-01,9.2,179000
31700,"Manchester, NH",2016-01-01,4.8,229000
13620,"Berlin, NH",2016-06-01,9.9,95000
28300,"Keene, NH",2016-07-01,5.2,170000
30100,"Lebanon, NH",2017-08-01,6.2,200000
31700,"Manchester, NH",2018-01-01,3.0,267000
18180,"Concord, NH",2018-04-01,4.4,245000
29060,"Laconia, NH",2018-04-01,5.1,253000
13620,"Berlin, NH",2018-09-01,6.9,91000
18180,"Concord, NH",2018-09-01,3.9,250000
28300,"Keene, NH",2019-04-01,3.7,212000
13620,"Berlin, NH",2019-06-01,6.8,118000
30100,"Lebanon, NH",2019-08-01,5.9,225000
30100,"Lebanon, NH",2020-03-01,5.8,221000
40484,"Rockingham County, NH",2020-08-01,1.7,404000
13620,"Berlin, NH",2020-11-01,2.6,130000
12100,"Atlantic City, NJ",2012-08-01,11.1,183000
36140,"Ocean City, NJ",2012-11-01,6.1,373000
36140,"Ocean City, NJ",2013-05-01,6.7,365000
12100,"Atlantic City, NJ",2013-09-01,10.6,195000
36140,"Ocean City, NJ",2014-09-01,12.5,413000
47220,"Vineland, NJ",2014-10-01,11.1,147000
15804,"Camden, NJ",2015-10-01,6.9,169000
36140,"Ocean City, NJ",2015-11-01,10.7,338000
47220,"Vineland, NJ",2016-02-01,9.6,109000
36140,"Ocean City, NJ",2016-03-01,9.7,320000
15804,"Camden, NJ",2018-05-01,3.8,178000
35084,"Newark, NJ",2018-09-01,4.8,335000
35084,"Newark, NJ",2019-02-01,5.4,325000
12100,"Atlantic City, NJ",2019-03-01,6.6,180000
36140,"Ocean City, NJ",2019-06-01,5.2,360000
35154,"New Brunswick, NJ",2019-12-01,3.3,319000
15804,"Camden, NJ",2020-05-01,2.9,210000
45940,"Trenton, NJ",2020-06-01,3.6,293000
31060,"Los Alamos, NM",2012-02-01,5.9,330000
42140,"Santa Fe, NM",2012-04-01,4.7,309000
42140,"Santa Fe, NM",2013-12-01,4.6,280000
31060,"Los Alamos, NM",2014-04-01,5.6,247000
42140,"Santa Fe, NM",2014-11-01,6.1,300000
42140,"Santa Fe, NM",2015-06-01,6.1,325000
31060,"Los Alamos, NM",2016-06-01,1.8,315000
29820,"Las Vegas, NV",2012-07-01,4.8,123000
29820,"Las Vegas, NV",2012-12-01,4.1,136000
29820,"Las Vegas, NV",2013-02-01,4.5,140000
37220,"Pahrump, NV",2013-02-01,4.8,129000
39900,"Reno, NV",2013-05-01,2.1,200000
49080,"Winnemucca, NV",2013-06-01,,250000
21980,"Fallon, NV",2013-09-01,8.5,160000
21980,"Fallon, NV",2013-11-01,4.4,160000
22280,"Fernley, NV",2013-11-01,4.0,142000
21980,"Fallon, NV",2014-01-01,7.6,135000
21980,"Fallon, NV",2014-06-01,4.1,142000
22280,"Fernley, NV",2014-10-01,3.5,155000
22280,"Fernley, NV",2015-01-01,3.8,155000
21980,"Fallon, NV",2015-04-01,5.9,143000
29820,"Las Vegas, NV",2015-04-01,4.4,196000
23820,"Gardnerville Ranchos, NV",2015-06-01,4.7,334000
29820,"Las Vegas, NV",2015-10-01,4.8,200000
21980,"Fallon, NV",2016-10-01,5.5,165000
29820,"Las Vegas, NV",2016-12-01,3.0,215000
23820,"Gardnerville Ranchos, NV",2017-01-01,5.7,351000
16180,"Carson City, NV",2017-02-01,4.8,260000
49080,"Winnemucca, NV",2017-08-01,2.7,177000
23820,"Gardnerville Ranchos, NV",2017-11-01,4.2,415000
37220,"Pahrump, NV",2018-03-01,3.5,225000
22280,"Fernley, NV",2018-06-01,2.9,261000
29820,"Las Vegas, NV",2018-08-01,2.2,275000
39900,"Reno, NV",2018-08-01,3.3,354000
16180,"Carson City, NV",2018-09-01,4.2,327000
49080,"Winnemucca, NV",2019-11-01,2.2,240000
22280,"Fernley, NV",2019-12-01,3.5,277000
16180,"Carson City, NV",2020-06-01,2.9,340000
16180,"Carson City, NV",2020-09-01,2.3,395000
12860,"Batavia, NY",2012-06-01,7.7,88000
45060,"Syracuse, NY",2012-09-01,9.0,123000
11220,"Amsterdam, NY",2012-10-01,16.8,124000
40380,"Rochester, NY",2012-10-01,6.5,127000
27460,"Jamestown, NY",2012-11-01,9.4,78000
24100,"Gloversville, NY",2013-01-01,14.6,93000
36460,"Olean, NY",2013-03-01,11.0,82000
15380,"Buffalo, NY",2013-05-01,6.2,120000
36460,"Olean, NY",2013-07-01,13.1,70000
45060,"Syracuse, NY",2013-07-01,6.4,132000
27460,"Jamestown, NY",2013-10-01,7.0,90000
12860,"Batavia, NY",2014-04-01,8.1,106000
24100,"Gloversville, NY",2014-05-01,15.2,70000
12860,"Batavia, NY",2014-06-01,7.8,95000
24020,"Glens Falls, NY",2014-07-01,9.8,183000
27460,"Jamestown, NY",2014-08-01,7.5,110000
15380,"Buffalo, NY",2014-09-01,5.4,127000
27460,"Jamestown, NY",2014-10-01,7.7,82000
24020,"Glens Falls, NY",2015-01-01,15.8,181000
11220,"Amsterdam, NY",2015-10-01,11.0,87000
24020,"Glens Falls, NY",2016-01-01,10.6,145000
40380,"Rochester, NY",2016-03-01,4.4,120000
35620,"New York, NY",2016-04-01,10.4,430000
27460,"Jamestown, NY",2016-09-01,7.3,104000
11220,"Amsterdam, NY",2016-11-01,5.9,123000
39100,"Poughkeepsie, NY",2016-12-01,5.0,235000
10580,"Albany, NY",2017-02-01,5.9,181000
12860,"Batavia, NY",2017-02-01,4.3,135000
39100,"Poughkeepsie, NY",2017-05-01,5.4,226000
40380,"Rochester, NY",2017-06-01,2.4,141000
12180,"Auburn, NY",2017-07-01,5.5,121000
12180,"Auburn, NY",2017-08-01,4.0,118000
11220,"Amsterdam, NY",2017-10-01,4.3,120000
15380,"Buffalo, NY",2018-05-01,2.2,145000
24020,"Glens Falls, NY",2018-05-01,7.5,175000
35620,"New York, NY",2018-06-01,7.0,515000
11220,"Amsterdam, NY",2018-07-01,3.3,84000
27460,"Jamestown, NY",2018-08-01,3.7,82000
45060,"Syracuse, NY",2018-08-01,2.8,145000
10580,"Albany, NY",2018-09-01,4.1,217000
27460,"Jamestown, NY",2018-09-01,4.9,98000
40380,"Rochester, NY",2018-10-01,2.1,145000
24020,"Glens Falls, NY",2019-01-01,8.3,161000
24020,"Glens Falls, NY",2019-04-01,7.0,177000
24020,"Glens Falls, NY",2019-06-01,9.4,175000
24020,"Glens Falls, NY",2019-08-01,6.6,185000
27460,"Jamestown, NY",2019-10-01,3.7,119000
15380,"Buffalo, NY",2019-12-01,1.6,160000
35620,"New York, NY",2020-02-01,7.5,510000
11220,"Amsterdam, NY",2020-03-01,8.3,114000
45060,"Syracuse, NY",2020-05-01,2.6,158000
12860,"Batavia, NY",2020-06-01,2.9,130000
40380,"Rochester, NY",2020-06-01,1.8,160000
40380,"Rochester, NY",2020-11-01,0.8,170000
15380,"Buffalo, NY",2020-12-01,0.6,180000
