Geographyid,unemploymentrate,date,region,monthsofsupply,mediansaleprice
37980,8.1,9/1/20,"Philadelphia, PA",2.6,250000
37980,7.4,10/1/20,"Philadelphia, PA",2.6,245000
37980,7.1,11/1/20,"Philadelphia, PA",2.6,250000
38300,7.6,2/1/12,"Pittsburgh, PA",13.4,116000
38300,7.3,3/1/12,"Pittsburgh, PA",8.9,127000
38300,6.4,4/1/12,"Pittsburgh, PA",9,135000
38300,7,5/1/12,"Pittsburgh, PA",7.2,137000
38300,7.6,6/1/12,"Pittsburgh, PA",6.2,150000
38300,8,7/1/12,"Pittsburgh, PA",7.1,143000
38300,7.7,8/1/12,"Pittsburgh, PA",6.4,139000
38300,6.8,9/1/12,"Pittsburgh, PA",8.6,135000
38300,6.7,10/1/12,"Pittsburgh, PA",8.5,133000
38300,6.5,11/1/12,"Pittsburgh, PA",8.1,132000
38300,7,12/1/12,"Pittsburgh, PA",8.7,129000
38300,8.3,1/1/13,"Pittsburgh, PA",10.6,125000
38300,7.7,2/1/13,"Pittsburgh, PA",11.8,121000
38300,7.2,3/1/13,"Pittsburgh, PA",8.2,131000
38300,6.4,4/1/13,"Pittsburgh, PA",7.1,139000
38300,6.8,5/1/13,"Pittsburgh, PA",6.4,145000
38300,7.2,6/1/13,"Pittsburgh, PA",6,151000
38300,7.3,7/1/13,"Pittsburgh, PA",6.1,150000
38300,7,8/1/13,"Pittsburgh, PA",6,147000
38300,6.2,9/1/13,"Pittsburgh, PA",7.4,140000
38300,6.2,10/1/13,"Pittsburgh, PA",7.1,131000
38300,5.9,11/1/13,"Pittsburgh, PA",8.2,135000
38300,5.8,12/1/13,"Pittsburgh, PA",7.1,128000
38300,6.6,1/1/14,"Pittsburgh, PA",10.4,126000
38300,6.7,2/1/14,"Pittsburgh, PA",11.5,119000
38300,6.3,3/1/14,"Pittsburgh, PA",8.7,130000
38300,5.2,4/1/14,"Pittsburgh, PA",7.6,137000
38300,5.6,5/1/14,"Pittsburgh, PA",6.5,143000
38300,5.9,6/1/14,"Pittsburgh, PA",5.9,154000
38300,6.3,7/1/14,"Pittsburgh, PA",6.2,150000
38300,5.9,8/1/14,"Pittsburgh, PA",6.4,153000
38300,4.9,9/1/14,"Pittsburgh, PA",7,141000
38300,4.8,10/1/14,"Pittsburgh, PA",7.4,140000
38300,4.8,11/1/14,"Pittsburgh, PA",9.1,135000
38300,4.8,12/1/14,"Pittsburgh, PA",7,143000
38300,5.9,1/1/15,"Pittsburgh, PA",11.2,133000
38300,5.8,2/1/15,"Pittsburgh, PA",10.5,132000
38300,5.5,3/1/15,"Pittsburgh, PA",7.2,137000
38300,4.8,4/1/15,"Pittsburgh, PA",7.5,145000
38300,5.3,5/1/15,"Pittsburgh, PA",6.3,150000
38300,5.5,6/1/15,"Pittsburgh, PA",5.1,162000
38300,5.8,7/1/15,"Pittsburgh, PA",5.4,158000
38300,5.4,8/1/15,"Pittsburgh, PA",5.8,153000
38300,4.9,9/1/15,"Pittsburgh, PA",6.6,146000
38300,4.9,10/1/15,"Pittsburgh, PA",6.5,145000
38300,4.9,11/1/15,"Pittsburgh, PA",8.4,140000
38300,5,12/1/15,"Pittsburgh, PA",6,145000
38300,5.8,1/1/16,"Pittsburgh, PA",8.8,138000
38300,6,2/1/16,"Pittsburgh, PA",9.1,133000
38300,5.9,3/1/16,"Pittsburgh, PA",6.7,137000
38300,5.3,4/1/16,"Pittsburgh, PA",5.6,148000
38300,5.4,5/1/16,"Pittsburgh, PA",5,153000
38300,5.9,6/1/16,"Pittsburgh, PA",4.4,164000
38300,6.1,7/1/16,"Pittsburgh, PA",5.1,160000
38300,6,8/1/16,"Pittsburgh, PA",5,153000
38300,5.4,9/1/16,"Pittsburgh, PA",5.2,152000
38300,5.3,10/1/16,"Pittsburgh, PA",5.6,150000
38300,5,11/1/16,"Pittsburgh, PA",5.7,145000
38300,5.1,12/1/16,"Pittsburgh, PA",5.2,148000
38300,6,1/1/17,"Pittsburgh, PA",6.8,140000
38300,6,2/1/17,"Pittsburgh, PA",7.6,128000
38300,5.4,3/1/17,"Pittsburgh, PA",5.1,146000
38300,4.6,4/1/17,"Pittsburgh, PA",5.2,150000
38300,4.8,5/1/17,"Pittsburgh, PA",4.3,160000
38300,5.2,6/1/17,"Pittsburgh, PA",3.9,170000
38300,5.3,7/1/17,"Pittsburgh, PA",4.9,164000
38300,5.2,8/1/17,"Pittsburgh, PA",4.5,165000
38300,4.4,9/1/17,"Pittsburgh, PA",5,160000
38300,4.3,10/1/17,"Pittsburgh, PA",5,155000
38300,4.4,11/1/17,"Pittsburgh, PA",4.9,155000
38300,4.4,12/1/17,"Pittsburgh, PA",4.3,147000
38300,5.1,1/1/18,"Pittsburgh, PA",6,150000
38300,5,2/1/18,"Pittsburgh, PA",7,150000
38300,4.5,3/1/18,"Pittsburgh, PA",4.6,160000
38300,3.8,4/1/18,"Pittsburgh, PA",4.3,164000
38300,3.8,5/1/18,"Pittsburgh, PA",4,170000
38300,4.5,6/1/18,"Pittsburgh, PA",3.4,185000
38300,4.6,7/1/18,"Pittsburgh, PA",3.9,173000
38300,4.4,8/1/18,"Pittsburgh, PA",3.5,170000
38300,3.7,9/1/18,"Pittsburgh, PA",4.6,165000
38300,3.7,10/1/18,"Pittsburgh, PA",4.4,160000
38300,3.5,11/1/18,"Pittsburgh, PA",4.5,161000
38300,3.8,12/1/18,"Pittsburgh, PA",4.2,163000
38300,4.7,1/1/19,"Pittsburgh, PA",5.7,148000
38300,4.5,2/1/19,"Pittsburgh, PA",5.7,154000
38300,4.3,3/1/19,"Pittsburgh, PA",4.2,165000
38300,3.5,4/1/19,"Pittsburgh, PA",4.2,167000
38300,3.9,5/1/19,"Pittsburgh, PA",3.6,176000
38300,4.4,6/1/19,"Pittsburgh, PA",3.6,195000
38300,4.8,7/1/19,"Pittsburgh, PA",3.6,183000
38300,4.7,8/1/19,"Pittsburgh, PA",3.5,185000
38300,4,9/1/19,"Pittsburgh, PA",4.2,173000
38300,4.3,10/1/19,"Pittsburgh, PA",4.4,170000
38300,4.3,11/1/19,"Pittsburgh, PA",4.4,176000
38300,4.5,12/1/19,"Pittsburgh, PA",3.6,170000
38300,5.2,1/1/20,"Pittsburgh, PA",5,160000
38300,5.2,2/1/20,"Pittsburgh, PA",4.8,159000
38300,6.1,3/1/20,"Pittsburgh, PA",3.6,179000
38300,16.4,4/1/20,"Pittsburgh, PA",3.8,190000
38300,13.6,5/1/20,"Pittsburgh, PA",7.3,188000
38300,12.9,6/1/20,"Pittsburgh, PA",4.7,199000
38300,13.1,7/1/20,"Pittsburgh, PA",2.5,201000
38300,10.9,8/1/20,"Pittsburgh, PA",2.7,202000
38300,7.9,9/1/20,"Pittsburgh, PA",2.8,202000
38300,6.9,10/1/20,"Pittsburgh, PA",2.7,200000
38300,6.1,11/1/20,"Pittsburgh, PA",2.8,194000
39300,11.3,2/1/12,"Providence, RI",10.5,165000
39300,11,3/1/12,"Providence, RI",7.6,168000
39300,10,4/1/12,"Providence, RI",7.9,178000
39300,9.9,5/1/12,"Providence, RI",7.1,183000
39300,9.8,6/1/12,"Providence, RI",6,201000
39300,10.1,7/1/12,"Providence, RI",6.8,195000
39300,9.8,8/1/12,"Providence, RI",6.2,200000
39300,9.3,9/1/12,"Providence, RI",7.4,188000
39300,9.1,10/1/12,"Providence, RI",6.6,190000
39300,9.1,11/1/12,"Providence, RI",5.4,195000
39300,8.9,12/1/12,"Providence, RI",5.2,190000
39300,10.4,1/1/13,"Providence, RI",7.3,180000
39300,10,2/1/13,"Providence, RI",8,181000
39300,9.7,3/1/13,"Providence, RI",6.4,188000
39300,8.9,4/1/13,"Providence, RI",6.1,185000
39300,8.8,5/1/13,"Providence, RI",5.1,208000
39300,8.8,6/1/13,"Providence, RI",4.9,226000
39300,9.2,7/1/13,"Providence, RI",5,215000
39300,9,8/1/13,"Providence, RI",5,223000
39300,8.6,9/1/13,"Providence, RI",5.9,209000
39300,8.4,10/1/13,"Providence, RI",5.9,201000
39300,8.4,11/1/13,"Providence, RI",6.1,205000
39300,8.4,12/1/13,"Providence, RI",5.5,200000
39300,9.5,1/1/14,"Providence, RI",6.9,195000
39300,9.2,2/1/14,"Providence, RI",8.6,190000
39300,8.8,3/1/14,"Providence, RI",7.1,197000
39300,7.7,4/1/14,"Providence, RI",6.9,205000
39300,7.4,5/1/14,"Providence, RI",6.3,210000
39300,7.2,6/1/14,"Providence, RI",5.6,229000
39300,7.6,7/1/14,"Providence, RI",5.8,225000
39300,7.2,8/1/14,"Providence, RI",6.4,220000
39300,6.7,9/1/14,"Providence, RI",6.1,217000
39300,6.3,10/1/14,"Providence, RI",5.6,225000
39300,6.4,11/1/14,"Providence, RI",6.6,215000
39300,6.2,12/1/14,"Providence, RI",4.7,205000
39300,7.4,1/1/15,"Providence, RI",6.8,207000
39300,7.2,2/1/15,"Providence, RI",7.4,200000
39300,6.8,3/1/15,"Providence, RI",5.7,205000
39300,5.8,4/1/15,"Providence, RI",6,205000
39300,5.9,5/1/15,"Providence, RI",5.5,229000
39300,5.8,6/1/15,"Providence, RI",4.2,238000
39300,6,7/1/15,"Providence, RI",4.3,238000
39300,5.8,8/1/15,"Providence, RI",4.7,235000
39300,5.2,9/1/15,"Providence, RI",4.9,231000
39300,5,10/1/15,"Providence, RI",4.6,227000
39300,5.2,11/1/15,"Providence, RI",5.2,226000
39300,5.1,12/1/15,"Providence, RI",3.9,224000
39300,6.3,1/1/16,"Providence, RI",5.6,222000
39300,6.1,2/1/16,"Providence, RI",5.3,215000
39300,5.7,3/1/16,"Providence, RI",4.6,227000
39300,4.9,4/1/16,"Providence, RI",4.4,233000
39300,4.9,5/1/16,"Providence, RI",3.9,239000
39300,4.9,6/1/16,"Providence, RI",3.4,245000
39300,5.3,7/1/16,"Providence, RI",3.6,254000
39300,5.1,8/1/16,"Providence, RI",3.5,244000
39300,4.7,9/1/16,"Providence, RI",3.7,240000
39300,4.3,10/1/16,"Providence, RI",3.8,238000
39300,4.3,11/1/16,"Providence, RI",3.6,242000
39300,4.2,12/1/16,"Providence, RI",2.9,238000
39300,5.5,1/1/17,"Providence, RI",4,228000
39300,5.3,2/1/17,"Providence, RI",4.6,225000
39300,4.9,3/1/17,"Providence, RI",3.5,229000
39300,4.1,4/1/17,"Providence, RI",3.5,241000
39300,4.1,5/1/17,"Providence, RI",3.2,248000
39300,4.2,6/1/17,"Providence, RI",2.7,264000
39300,4.6,7/1/17,"Providence, RI",3,267000
39300,4.4,8/1/17,"Providence, RI",2.9,255000
39300,4,9/1/17,"Providence, RI",3.2,260000
39300,3.9,10/1/17,"Providence, RI",3.1,254000
39300,4.1,11/1/17,"Providence, RI",3,260000
39300,4,12/1/17,"Providence, RI",2.5,255000
39300,5.3,1/1/18,"Providence, RI",3.5,245000
39300,5.1,2/1/18,"Providence, RI",4.1,250000
39300,4.6,3/1/18,"Providence, RI",3.1,253000
39300,3.8,4/1/18,"Providence, RI",3.3,260000
39300,3.7,5/1/18,"Providence, RI",3.1,269000
39300,3.8,6/1/18,"Providence, RI",2.8,280000
39300,4.1,7/1/18,"Providence, RI",3.2,277000
39300,4,8/1/18,"Providence, RI",3,275000
39300,3.5,9/1/18,"Providence, RI",3.8,274000
39300,3.3,10/1/18,"Providence, RI",3.4,270000
39300,3.5,11/1/18,"Providence, RI",3.3,271000
39300,3.5,12/1/18,"Providence, RI",3.2,268000
39300,4.7,1/1/19,"Providence, RI",4,264000
39300,4.4,2/1/19,"Providence, RI",4.3,257000
39300,4,3/1/19,"Providence, RI",3.3,270000
39300,3.3,4/1/19,"Providence, RI",3.5,273000
39300,3.3,5/1/19,"Providence, RI",2.8,295000
39300,3.4,6/1/19,"Providence, RI",2.9,300000
39300,3.9,7/1/19,"Providence, RI",2.7,295000
39300,3.7,8/1/19,"Providence, RI",2.7,299000
39300,3.1,9/1/19,"Providence, RI",3.4,295000
39300,2.9,10/1/19,"Providence, RI",3,290000
39300,3.1,11/1/19,"Providence, RI",2.9,296000
39300,3.2,12/1/19,"Providence, RI",2.3,288000
39300,4.1,1/1/20,"Providence, RI",3.2,295000
39300,4.1,2/1/20,"Providence, RI",3.3,282000
39300,4.7,3/1/20,"Providence, RI",2.7,300000
39300,18.2,4/1/20,"Providence, RI",2.9,307000
39300,16.7,5/1/20,"Providence, RI",2.9,310000
39300,13.7,6/1/20,"Providence, RI",2.3,314000
39300,12.7,7/1/20,"Providence, RI",1.7,325000
39300,12.7,8/1/20,"Providence, RI",1.8,334000
39300,10.1,9/1/20,"Providence, RI",1.8,337000
39300,6.5,10/1/20,"Providence, RI",1.7,335000
39300,6.8,11/1/20,"Providence, RI",1.6,330000
32820,8.7,2/1/12,"Memphis, TN",3.3,106000
32820,8.5,3/1/12,"Memphis, TN",2.8,117000
32820,7.8,4/1/12,"Memphis, TN",2.8,121000
32820,8.5,5/1/12,"Memphis, TN",2.6,125000
32820,9.2,6/1/12,"Memphis, TN",2.6,126000
32820,9.2,7/1/12,"Memphis, TN",2.6,129000
32820,8.6,8/1/12,"Memphis, TN",2.4,120000
32820,8,9/1/12,"Memphis, TN",2.8,125000
32820,8.2,10/1/12,"Memphis, TN",2.5,120000
32820,7.7,11/1/12,"Memphis, TN",2.9,115000
32820,8.3,12/1/12,"Memphis, TN",2.8,119000
32820,9.2,1/1/13,"Memphis, TN",3.5,112000
32820,8.7,2/1/13,"Memphis, TN",3.2,110000
32820,8.6,3/1/13,"Memphis, TN",2.9,115000
32820,8.1,4/1/13,"Memphis, TN",2.5,128000
32820,8.4,5/1/13,"Memphis, TN",2.1,135000
32820,9.3,6/1/13,"Memphis, TN",2.1,143000
32820,8.9,7/1/13,"Memphis, TN",2,140000
32820,8.5,8/1/13,"Memphis, TN",2.3,140000
32820,8.4,9/1/13,"Memphis, TN",2.6,137000
32820,8.4,10/1/13,"Memphis, TN",2.5,129000
32820,7.9,11/1/13,"Memphis, TN",2.9,125000
32820,7.6,12/1/13,"Memphis, TN",2.7,128000
32820,7.8,1/1/14,"Memphis, TN",3.5,118000
32820,7.6,2/1/14,"Memphis, TN",3.1,125000
32820,7.7,3/1/14,"Memphis, TN",2.7,135000
32820,6.7,4/1/14,"Memphis, TN",2.8,134000
32820,7.1,5/1/14,"Memphis, TN",2.7,145000
32820,7.9,6/1/14,"Memphis, TN",2.7,150000
32820,8,7/1/14,"Memphis, TN",3,157000
32820,7.7,8/1/14,"Memphis, TN",3.3,148000
32820,7.5,9/1/14,"Memphis, TN",4,148000
32820,7.1,10/1/14,"Memphis, TN",4.2,135000
32820,7,11/1/14,"Memphis, TN",5.9,127000
32820,6.7,12/1/14,"Memphis, TN",5.1,145000
32820,7.4,1/1/15,"Memphis, TN",6.7,130000
32820,6.8,2/1/15,"Memphis, TN",5.8,146000
32820,6.5,3/1/15,"Memphis, TN",4.7,135000
32820,5.9,4/1/15,"Memphis, TN",4.4,145000
32820,6.4,5/1/15,"Memphis, TN",4.3,157000
32820,6.9,6/1/15,"Memphis, TN",3.7,164000
32820,6.7,7/1/15,"Memphis, TN",4,155000
32820,6.1,8/1/15,"Memphis, TN",4.2,164000
32820,6,9/1/15,"Memphis, TN",4.5,153000
32820,5.8,10/1/15,"Memphis, TN",5,137000
32820,5.5,11/1/15,"Memphis, TN",5.6,147000
32820,5.3,12/1/15,"Memphis, TN",4.3,150000
32820,5.5,1/1/16,"Memphis, TN",6,130000
32820,5.1,2/1/16,"Memphis, TN",5.3,140000
32820,5.1,3/1/16,"Memphis, TN",3.8,144000
32820,4.8,4/1/16,"Memphis, TN",3.6,150000
32820,4.8,5/1/16,"Memphis, TN",3.2,157000
32820,5.9,6/1/16,"Memphis, TN",3.1,173000
32820,5.7,7/1/16,"Memphis, TN",3.6,165000
32820,5.4,8/1/16,"Memphis, TN",3.2,165000
32820,5.3,9/1/16,"Memphis, TN",3.6,155000
32820,5.1,10/1/16,"Memphis, TN",3.7,160000
32820,4.8,11/1/16,"Memphis, TN",3.7,160000
32820,4.8,12/1/16,"Memphis, TN",3.1,160000
32820,5.4,1/1/17,"Memphis, TN",4,135000
32820,4.9,2/1/17,"Memphis, TN",4.1,152000
32820,4.6,3/1/17,"Memphis, TN",3.1,163000
32820,4,4/1/17,"Memphis, TN",3.1,164000
32820,4,5/1/17,"Memphis, TN",2.8,169000
32820,4.8,6/1/17,"Memphis, TN",2.6,180000
32820,4.6,7/1/17,"Memphis, TN",2.7,172000
32820,4.2,8/1/17,"Memphis, TN",2.5,170000
32820,4,9/1/17,"Memphis, TN",3.2,171000
32820,3.9,10/1/17,"Memphis, TN",3.2,162000
32820,3.9,11/1/17,"Memphis, TN",2.9,165000
32820,3.9,12/1/17,"Memphis, TN",2.8,168000
32820,4.4,1/1/18,"Memphis, TN",3.4,167000
32820,4.3,2/1/18,"Memphis, TN",3.3,163000
32820,4.1,3/1/18,"Memphis, TN",2.6,169000
32820,3.8,4/1/18,"Memphis, TN",2.6,166000
32820,3.9,5/1/18,"Memphis, TN",2.5,196000
32820,4.9,6/1/18,"Memphis, TN",2.5,195000
32820,4.7,7/1/18,"Memphis, TN",2.7,190000
32820,4.3,8/1/18,"Memphis, TN",2.5,180000
32820,4,9/1/18,"Memphis, TN",3,180000
32820,4,10/1/18,"Memphis, TN",2.7,176000
32820,3.7,11/1/18,"Memphis, TN",3.1,175000
32820,3.9,12/1/18,"Memphis, TN",2.8,166000
32820,4.6,1/1/19,"Memphis, TN",3.3,160000
32820,4.1,2/1/19,"Memphis, TN",2.9,175000
32820,4.1,3/1/19,"Memphis, TN",2.7,170000
32820,3.7,4/1/19,"Memphis, TN",2.5,180000
32820,3.9,5/1/19,"Memphis, TN",2.3,200000
32820,4.8,6/1/19,"Memphis, TN",2.4,207000
32820,4.7,7/1/19,"Memphis, TN",2.4,209000
32820,4.2,8/1/19,"Memphis, TN",2.4,195000
32820,4.1,9/1/19,"Memphis, TN",2.7,183000
32820,3.9,10/1/19,"Memphis, TN",2.6,182000
32820,3.9,11/1/19,"Memphis, TN",2.9,183000
32820,3.8,12/1/19,"Memphis, TN",2.5,192000
32820,4.4,1/1/20,"Memphis, TN",3,185000
32820,4.4,2/1/20,"Memphis, TN",2.7,188000
32820,3.8,3/1/20,"Memphis, TN",2.5,200000
32820,12.8,4/1/20,"Memphis, TN",2.3,215000
32820,10.7,5/1/20,"Memphis, TN",2.3,215000
32820,11.9,6/1/20,"Memphis, TN",1.8,215000
32820,13.1,7/1/20,"Memphis, TN",1.5,221000
32820,11.9,8/1/20,"Memphis, TN",1.7,234000
32820,9.2,9/1/20,"Memphis, TN",1.8,240000
32820,9.6,10/1/20,"Memphis, TN",1.7,235000
32820,6.7,11/1/20,"Memphis, TN",1.8,220000
34980,6.5,2/1/13,"Nashville, TN",5.9,165000
34980,6.3,3/1/13,"Nashville, TN",4.3,165000
34980,6.1,4/1/13,"Nashville, TN",4.1,180000
34980,6.2,5/1/13,"Nashville, TN",3.8,190000
34980,6.9,6/1/13,"Nashville, TN",3.9,196000
34980,6.6,7/1/13,"Nashville, TN",3.7,195000
34980,6.3,8/1/13,"Nashville, TN",3.7,187000
34980,6,9/1/13,"Nashville, TN",4.4,189000
34980,6,10/1/13,"Nashville, TN",4.6,189000
34980,5.3,11/1/13,"Nashville, TN",4.5,190000
34980,5.1,12/1/13,"Nashville, TN",3.9,190000
34980,5.2,1/1/14,"Nashville, TN",5.4,187000
34980,5.3,2/1/14,"Nashville, TN",5.3,180000
34980,5.3,3/1/14,"Nashville, TN",4.2,190000
34980,4.6,4/1/14,"Nashville, TN",4.1,193000
34980,5.1,5/1/14,"Nashville, TN",3.7,200000
34980,5.7,6/1/14,"Nashville, TN",3.6,215000
34980,6,7/1/14,"Nashville, TN",3.6,210000
34980,5.7,8/1/14,"Nashville, TN",3.4,209000
34980,5.3,9/1/14,"Nashville, TN",3.5,198000
34980,5,10/1/14,"Nashville, TN",3.6,199000
34980,4.9,11/1/14,"Nashville, TN",4,208000
34980,4.6,12/1/14,"Nashville, TN",3.1,200000
34980,5.3,1/1/15,"Nashville, TN",4.6,204000
34980,4.9,2/1/15,"Nashville, TN",4.2,200000
34980,4.6,3/1/15,"Nashville, TN",3.2,210000
34980,4.3,4/1/15,"Nashville, TN",3.5,215000
34980,4.6,5/1/15,"Nashville, TN",2.9,225000
34980,5.1,6/1/15,"Nashville, TN",2.8,228000
34980,5,7/1/15,"Nashville, TN",2.7,223000
34980,4.4,8/1/15,"Nashville, TN",2.7,225000
34980,4.4,9/1/15,"Nashville, TN",2.9,225000
34980,4.2,10/1/15,"Nashville, TN",3.2,220000
34980,4,11/1/15,"Nashville, TN",3.9,225000
34980,3.7,12/1/15,"Nashville, TN",2.6,230000
34980,3.9,1/1/16,"Nashville, TN",3.8,232000
34980,3.6,2/1/16,"Nashville, TN",3.7,225000
34980,3.7,3/1/16,"Nashville, TN",2.9,234000
34980,3.4,4/1/16,"Nashville, TN",2.8,240000
34980,3.4,5/1/16,"Nashville, TN",2.5,250000
34980,4.2,6/1/16,"Nashville, TN",2.5,250000
34980,4.2,7/1/16,"Nashville, TN",2.6,256000
34980,3.9,8/1/16,"Nashville, TN",2.5,245000
34980,4,9/1/16,"Nashville, TN",2.8,247000
34980,3.7,10/1/16,"Nashville, TN",3,250000
34980,3.5,11/1/16,"Nashville, TN",3.1,246000
34980,3.4,12/1/16,"Nashville, TN",2.5,254000
34980,3.8,1/1/17,"Nashville, TN",3.5,247000
34980,3.4,2/1/17,"Nashville, TN",3.6,248000
34980,3.2,3/1/17,"Nashville, TN",2.7,263000
34980,2.6,4/1/17,"Nashville, TN",2.9,263000
34980,2.6,5/1/17,"Nashville, TN",2.6,269000
34980,3.2,6/1/17,"Nashville, TN",2.6,280000
34980,3.2,7/1/17,"Nashville, TN",2.6,275000
34980,2.9,8/1/17,"Nashville, TN",2.6,275000
34980,2.7,9/1/17,"Nashville, TN",2.8,274000
34980,2.6,10/1/17,"Nashville, TN",3.1,268000
34980,2.6,11/1/17,"Nashville, TN",3.1,273000
34980,2.6,12/1/17,"Nashville, TN",2.6,280000
34980,3,1/1/18,"Nashville, TN",3.8,270000
34980,2.8,2/1/18,"Nashville, TN",3.8,276000
34980,2.8,3/1/18,"Nashville, TN",2.8,280000
34980,2.4,4/1/18,"Nashville, TN",3,283000
34980,2.5,5/1/18,"Nashville, TN",2.9,290000
34980,3.3,6/1/18,"Nashville, TN",2.7,298000
34980,3.1,7/1/18,"Nashville, TN",3,295000
34980,2.9,8/1/18,"Nashville, TN",2.9,291000
34980,2.7,9/1/18,"Nashville, TN",3.6,280000
34980,2.6,10/1/18,"Nashville, TN",3.7,284000
34980,2.5,11/1/18,"Nashville, TN",3.8,284000
34980,2.4,12/1/18,"Nashville, TN",3.5,290000
34980,2.9,1/1/19,"Nashville, TN",4.7,285000
34980,2.5,2/1/19,"Nashville, TN",4.3,280000
34980,2.7,3/1/19,"Nashville, TN",3.4,290000
34980,2.3,4/1/19,"Nashville, TN",3.2,290000
34980,2.4,5/1/19,"Nashville, TN",2.9,301000
34980,3,6/1/19,"Nashville, TN",2.9,307000
34980,3,7/1/19,"Nashville, TN",2.8,302000
34980,2.7,8/1/19,"Nashville, TN",2.8,306000
34980,2.4,9/1/19,"Nashville, TN",3.1,301000
34980,2.6,10/1/19,"Nashville, TN",3,300000
34980,2.4,11/1/19,"Nashville, TN",3.4,308000
34980,2.3,12/1/19,"Nashville, TN",2.7,314000
34980,2.8,1/1/20,"Nashville, TN",3.6,295000
34980,2.8,2/1/20,"Nashville, TN",3.3,300000
34980,2.5,3/1/20,"Nashville, TN",2.9,315000
34980,15.2,4/1/20,"Nashville, TN",3.5,315000
34980,11.1,5/1/20,"Nashville, TN",3.4,315000
34980,10.2,6/1/20,"Nashville, TN",2.2,320000
34980,10,7/1/20,"Nashville, TN",1.9,329000
34980,8.4,8/1/20,"Nashville, TN",1.9,330000
34980,6.1,9/1/20,"Nashville, TN",1.8,329000
34980,6.1,10/1/20,"Nashville, TN",1.7,336000
34980,4.2,11/1/20,"Nashville, TN",1.8,335000
12420,6,2/1/12,"Austin, TX",4.9,190000
12420,5.8,3/1/12,"Austin, TX",3.6,200000
12420,5.4,4/1/12,"Austin, TX",3.6,205000
12420,5.7,5/1/12,"Austin, TX",3.1,210000
12420,6.2,6/1/12,"Austin, TX",2.9,214000
12420,6.2,7/1/12,"Austin, TX",3.1,210000
12420,5.8,8/1/12,"Austin, TX",3,209000
12420,5.4,9/1/12,"Austin, TX",3.6,197000
12420,5.3,10/1/12,"Austin, TX",3.1,199000
12420,5,11/1/12,"Austin, TX",3.4,200000
12420,5.1,12/1/12,"Austin, TX",2.7,208000
12420,5.8,1/1/13,"Austin, TX",3.3,197000
12420,5.4,2/1/13,"Austin, TX",2.9,207000
12420,5.3,3/1/13,"Austin, TX",2.3,217000
12420,4.9,4/1/13,"Austin, TX",2.1,225000
12420,5.2,5/1/13,"Austin, TX",1.9,228000
12420,5.7,6/1/13,"Austin, TX",2.2,230000
12420,5.5,7/1/13,"Austin, TX",1.9,225000
12420,5.3,8/1/13,"Austin, TX",2,219000
12420,5.2,9/1/13,"Austin, TX",2.4,220000
12420,5.1,10/1/13,"Austin, TX",2.5,217000
12420,4.6,11/1/13,"Austin, TX",2.6,218000
12420,4.3,12/1/13,"Austin, TX",2.1,226000
12420,4.6,1/1/14,"Austin, TX",3,218000
12420,4.6,2/1/14,"Austin, TX",2.5,227000
12420,4.5,3/1/14,"Austin, TX",2.1,233000
12420,3.8,4/1/14,"Austin, TX",1.9,237000
12420,4.2,5/1/14,"Austin, TX",1.8,245000
12420,4.4,6/1/14,"Austin, TX",2,250000
12420,4.6,7/1/14,"Austin, TX",2.3,249000
12420,4.5,8/1/14,"Austin, TX",2.4,245000
12420,4.2,9/1/14,"Austin, TX",2.6,238000
12420,3.9,10/1/14,"Austin, TX",2.6,240000
12420,3.8,11/1/14,"Austin, TX",3,245000
12420,3.4,12/1/14,"Austin, TX",2.2,247000
12420,3.8,1/1/15,"Austin, TX",3.1,240000
12420,3.5,2/1/15,"Austin, TX",2.6,248000
12420,3.3,3/1/15,"Austin, TX",2,258000
12420,3,4/1/15,"Austin, TX",2.1,270000
12420,3.3,5/1/15,"Austin, TX",2.2,269000
12420,3.6,6/1/15,"Austin, TX",2.1,271000
12420,3.6,7/1/15,"Austin, TX",2.1,265000
12420,3.4,8/1/15,"Austin, TX",2.3,262000
12420,3.3,9/1/15,"Austin, TX",2.4,255000
12420,3.3,10/1/15,"Austin, TX",2.6,256000
12420,3.2,11/1/15,"Austin, TX",3.1,270000
12420,3,12/1/15,"Austin, TX",2.1,272000
12420,3.2,1/1/16,"Austin, TX",3.3,256000
12420,3.1,2/1/16,"Austin, TX",2.7,268000
12420,3.2,3/1/16,"Austin, TX",2.2,277000
12420,2.9,4/1/16,"Austin, TX",2.3,287000
12420,2.9,5/1/16,"Austin, TX",2,285000
12420,3.5,6/1/16,"Austin, TX",2,294000
12420,3.6,7/1/16,"Austin, TX",2.5,285000
12420,3.5,8/1/16,"Austin, TX",2.4,285000
12420,3.5,9/1/16,"Austin, TX",2.8,275000
12420,3.4,10/1/16,"Austin, TX",3,279000
12420,3.2,11/1/16,"Austin, TX",2.8,290000
12420,3.2,12/1/16,"Austin, TX",2.2,290000
12420,3.5,1/1/17,"Austin, TX",3.3,279000
12420,3.5,2/1/17,"Austin, TX",2.9,289000
12420,3.3,3/1/17,"Austin, TX",2.5,295000
12420,2.9,4/1/17,"Austin, TX",2.7,301000
12420,3,5/1/17,"Austin, TX",2.3,306000
12420,3.3,6/1/17,"Austin, TX",2.3,308000
12420,3.3,7/1/17,"Austin, TX",2.7,298000
12420,3.3,8/1/17,"Austin, TX",2.7,295000
12420,3,9/1/17,"Austin, TX",3.1,289000
